year,country,class,amount
2000,LI,D,1
2000,LI,E,5
2000,LI,F,3
2000,LI,G,8
2000,LI,H,2
2000,LT,A,1
2000,LT,B,1
2000,LT,C,2
2000,LT,D,1
2000,LT,E,4
2000,LT,G,2
2000,LT,H,5
2000,LU,A,26
2000,LU,B,18
2000,LU,C,33
2000,LU,D,6
2000,LU,E,10
2000,LU,F,7
2000,LU,G,19
2000,LU,H,67
2000,LV,A,11
2000,LV,B,11
2000,LV,C,1
2000,LV,D,1
2000,LV,E,1
2000,LV,H,2
2000,NL,A,817
2000,NL,B,1003
2000,NL,C,789
2000,NL,D,120
2000,NL,E,250
2000,NL,F,419
2000,NL,G,687
2000,NL,H,947
2000,NO,A,117
2000,NO,B,189
2000,NO,C,173
2000,NO,D,29
2000,NO,E,23
2000,NO,F,64
2000,NO,G,172
2000,NO,H,321
2000,PL,A,51
2000,PL,B,61
2000,PL,C,96
2000,PL,D,13
2000,PL,E,4
2000,PL,F,17
2000,PL,G,63
2000,PL,H,53
2000,PT,A,23
2000,PT,B,14
2000,PT,C,25
2000,PT,D,1
2000,PT,E,8
2000,PT,F,6
2000,PT,G,4
2000,PT,H,4
2000,RO,A,4
2000,RO,B,4
2000,RO,C,4
2000,RO,F,1
2000,RO,G,8
2000,RO,H,8
2000,RU,A,296
2000,RU,B,256
2000,RU,C,368
2000,RU,D,46
2000,RU,E,184
2000,RU,F,93
2000,RU,G,393
2000,RU,H,422
2000,SE,A,1739
2000,SE,B,855
2000,SE,C,1232
2000,SE,D,82
2000,SE,E,183
2000,SE,F,416
2000,SE,G,877
2000,SE,H,1208
2000,SI,A,32
2000,SI,B,34
2000,SI,C,13
2000,SI,D,2
2000,SI,E,1
2000,SI,F,9
2000,SI,G,9
2000,SI,H,30
2000,SK,A,2
2000,SK,B,3
2000,SK,C,15
2000,SK,D,6
2000,SK,E,4
2000,SK,F,4
2000,SK,G,5
2000,SK,H,18
2001,AT,A,409
2001,AT,B,496
2001,AT,C,622
2001,AT,D,76
2001,AT,E,97
2001,AT,F,191
2001,AT,G,198
2001,AT,H,196
2001,BE,A,499
2001,BE,B,536
2001,BE,C,513
2001,BE,D,65
2001,BE,E,90
2001,BE,F,252
2001,BE,G,248
2001,BE,H,266
2001,BG,A,3
2001,BG,B,11
2001,BG,C,14
2001,BG,F,13
2001,BG,G,3
2001,BG,H,2
2001,CH,A,1148
2001,CH,B,1122
2001,CH,C,791
2001,CH,D,117
2001,CH,E,273
2001,CH,F,446
2001,CH,G,459
2001,CH,H,362
2001,CZ,A,30
2001,CZ,B,63
2001,CZ,C,44
2001,CZ,D,11
2001,CZ,E,10
2001,CZ,F,23
2001,CZ,G,27
2001,CZ,H,49
2001,DE,A,11534
2001,DE,B,13282
2001,DE,C,21755
2001,DE,D,2668
2001,DE,E,2620
2001,DE,F,5192
2001,DE,G,5823
2001,DE,H,5468
2001,DK,A,253
2001,DK,B,344
2001,DK,C,242
2001,DK,D,33
2001,DK,E,61
2001,DK,F,128
2001,DK,G,185
2001,DK,H,184
2001,EE,A,10
2001,EE,B,12
2001,EE,C,11
2001,EE,E,7
2001,EE,F,10
2001,EE,G,9
2001,EE,H,7
2001,ES,A,423
2001,ES,B,450
2001,ES,C,672
2001,ES,D,109
2001,ES,E,58
2001,ES,F,229
2001,ES,G,186
2001,ES,H,150
2001,FI,A,1319
2001,FI,B,1003
2001,FI,C,1652
2001,FI,D,209
2001,FI,E,135
2001,FI,F,441
2001,FI,G,394
2001,FI,H,610
2001,FR,A,6322
2001,FR,B,5822
2001,FR,C,7207
2001,FR,D,956
2001,FR,E,750
2001,FR,F,2421
2001,FR,G,2183
2001,FR,H,2325
2001,GB,A,3736
2001,GB,B,2116
2001,GB,C,3618
2001,GB,D,337
2001,GB,E,390
2001,GB,F,909
2001,GB,G,1185
2001,GB,H,1419
2001,GR,A,30
2001,GR,B,25
2001,GR,C,68
2001,GR,D,6
2001,GR,E,3
2001,GR,F,13
2001,GR,G,5
2001,GR,H,5
2001,HR,A,18
2001,HR,B,6
2001,HR,C,61
2001,HR,D,1
2001,HR,E,2
2001,HR,F,3
2001,HR,G,3
2001,HR,H,5
2001,HU,A,42
2001,HU,B,80
2001,HU,C,114
2001,HU,D,9
2001,HU,E,13
2001,HU,F,31
2001,HU,G,29
2001,HU,H,21
2001,IE,A,104
2001,IE,B,124
2001,IE,C,141
2001,IE,D,16
2001,IE,E,18
2001,IE,F,41
2001,IE,G,77
2001,IE,H,48
2001,IS,A,6
2001,IS,B,16
2001,IS,C,11
2001,IS,D,1
2001,IS,E,2
2001,IS,F,7
2001,IS,G,2
2001,IS,H,2
2001,IT,A,1335
2001,IT,B,1854
2001,IT,C,2255
2001,IT,D,268
2001,IT,E,341
2001,IT,F,774
2001,IT,G,858
2001,IT,H,833
2001,LI,A,11
2001,LI,B,5
2001,LI,C,12
2001,LI,D,6
2001,LI,E,3
2001,LI,F,7
2001,LI,G,9
2001,LI,H,5
2001,LT,B,1
2001,LT,C,1
2001,LT,G,9
2001,LU,A,28
2001,LU,B,22
2001,LU,C,47
2001,LU,D,2
2001,LU,E,5
2001,LU,F,10
2001,LU,G,15
2001,LU,H,30
2001,LV,A,1
2001,LV,B,1
2001,LV,C,1
2001,LV,H,14
2001,NL,A,838
2001,NL,B,952
2001,NL,C,826
2001,NL,D,106
2001,NL,E,250
2001,NL,F,392
2001,NL,G,801
2001,NL,H,1248
2001,NO,A,218
2001,NO,B,130
2001,NO,C,184
2001,NO,D,14
2001,NO,E,72
2001,NO,F,63
2001,NO,G,155
2001,NO,H,269
2001,PL,A,105
2001,PL,B,78
2001,PL,C,75
2001,PL,D,17
2001,PL,E,10
2001,PL,F,21
2001,PL,G,52
2001,PL,H,65
2001,PT,A,18
2001,PT,B,14
2001,PT,C,24
2001,PT,E,6
2001,PT,F,9
2001,PT,G,12
2001,PT,H,21
2001,RO,A,18
2001,RO,B,6
2001,RO,C,2
2001,RO,E,5
2001,RO,F,5
2001,RO,G,12
2001,RO,H,7
2001,RU,A,389
2001,RU,B,221
2001,RU,C,426
2001,RU,D,27
2001,RU,E,31
2001,RU,F,75
2001,RU,G,358
2001,RU,H,622
2001,SE,A,1142
2001,SE,B,872
2001,SE,C,927
2001,SE,D,110
2001,SE,E,305
2001,SE,F,402
2001,SE,G,894
2001,SE,H,1511
2001,SI,A,10
2001,SI,B,23
2001,SI,C,14
2001,SI,E,3
2001,SI,F,5
2001,SI,G,21
2001,SI,H,33
2001,SK,A,3
2001,SK,B,7
2001,SK,C,8
2001,SK,D,1
2001,SK,E,2
2001,SK,F,1
2001,SK,G,8
2001,SK,H,14
2002,AT,A,410
2002,AT,B,476
2002,AT,C,634
2002,AT,D,83
2002,AT,E,132
2002,AT,F,206
2002,AT,G,209
2002,AT,H,196
2002,BE,A,461
2002,BE,B,517
2002,BE,C,745
2002,BE,D,76
2002,BE,E,113
2002,BE,F,236
2002,BE,G,245
2002,BE,H,327
2002,BG,A,1
2002,BG,B,2
2002,BG,C,24
2002,BG,D,4
2002,BG,F,2
2002,BG,H,7
2002,CH,A,856
2002,CH,B,992
2002,CH,C,1169
2002,CH,D,176
2002,CH,E,189
2002,CH,F,408
2002,CH,G,395
2002,CH,H,455
2002,CZ,A,38
2002,CZ,B,57
2002,CZ,C,53
2002,CZ,D,11
2002,CZ,E,17
2002,CZ,F,27
2002,CZ,G,19
2002,CZ,H,28
2002,DE,A,13877
2002,DE,B,13740
2002,DE,C,16705
2002,DE,D,2315
2002,DE,E,4338
2002,DE,F,5732
2002,DE,G,5619
2002,DE,H,4895
2002,DK,A,240
2002,DK,B,331
2002,DK,C,359
2002,DK,D,47
2002,DK,E,60
2002,DK,F,195
2002,DK,G,181
2002,DK,H,153
2002,EE,A,5
2002,EE,B,17
2002,EE,C,6
2002,EE,F,9
2002,EE,G,5
2002,EE,H,6
2002,ES,A,464
2002,ES,B,396
2002,ES,C,771
2002,ES,D,113
2002,ES,E,69
2002,ES,F,183
2002,ES,G,184
2002,ES,H,177
2002,FI,A,1251
2002,FI,B,940
2002,FI,C,1701
2002,FI,D,239
2002,FI,E,123
2002,FI,F,332
2002,FI,G,338
2002,FI,H,357
2002,FR,A,7301
2002,FR,B,4412
2002,FR,C,9603
2002,FR,D,873
2002,FR,E,466
2002,FR,F,1525
2002,FR,G,1805
2002,FR,H,2411
2002,GB,A,4095
2002,GB,B,1770
2002,GB,C,3826
2002,GB,D,335
2002,GB,E,296
2002,GB,F,716
2002,GB,G,803
2002,GB,H,1049
2002,GR,A,63
2002,GR,B,18
2002,GR,C,70
2002,GR,D,7
2002,GR,E,1
2002,GR,F,10
2002,GR,G,11
2002,GR,H,9
2002,HR,A,69
2002,HR,B,18
2002,HR,C,27
2002,HR,D,1
2002,HR,E,2
2002,HR,F,5
2002,HR,G,23
2002,HR,H,6
2002,HU,A,51
2002,HU,B,81
2002,HU,C,104
2002,HU,D,17
2002,HU,E,12
2002,HU,F,19
2002,HU,G,43
2002,HU,H,36
2002,IE,A,158
2002,IE,B,135
2002,IE,C,187
2002,IE,D,26
2002,IE,E,25
2002,IE,F,51
2002,IE,G,58
2002,IE,H,67
2002,IS,A,3
2002,IS,B,10
2002,IS,C,15
2002,IS,D,1
2002,IS,E,1
2002,IS,F,3
2002,IS,G,2
2002,IS,H,16
2002,IT,A,1073
2002,IT,B,1868
2002,IT,C,2674
2002,IT,D,407
2002,IT,E,313
2002,IT,F,887
2002,IT,G,855
2002,IT,H,891
2002,LI,A,15
2002,LI,B,7
2002,LI,C,15
2002,LI,D,4
2002,LI,E,2
2002,LI,F,5
2002,LI,G,4
2002,LI,H,11
2002,LT,B,2
2002,LT,C,1
2002,LT,D,1
2002,LT,F,1
2002,LT,G,2
2002,LT,H,6
2002,LU,A,24
2002,LU,B,25
2002,LU,C,42
2002,LU,D,3
2002,LU,E,5
2002,LU,F,12
2002,LU,G,10
2002,LU,H,15
2002,LV,A,6
2002,LV,C,8
2002,LV,G,5
2002,LV,H,14
2002,NL,A,863
2002,NL,B,862
2002,NL,C,1108
2002,NL,D,163
2002,NL,E,169
2002,NL,F,430
2002,NL,G,677
2002,NL,H,984
2002,NO,A,197
2002,NO,B,152
2002,NO,C,189
2002,NO,D,25
2002,NO,E,21
2002,NO,F,60
2002,NO,G,233
2002,NO,H,326
2002,PL,A,107
2002,PL,B,100
2002,PL,C,140
2002,PL,D,17
2002,PL,E,32
2002,PL,F,36
2002,PL,G,85
2002,PL,H,98
2002,PT,A,17
2002,PT,B,22
2002,PT,C,31
2002,PT,D,6
2002,PT,E,1
2002,PT,F,4
2002,PT,G,10
2002,PT,H,17
2002,RO,A,14
2002,RO,B,5
2002,RO,C,6
2002,RO,E,2
2002,RO,F,4
2002,RO,G,4
2002,RO,H,3
2002,RU,A,311
2002,RU,B,271
2002,RU,C,348
2002,RU,D,52
2002,RU,E,190
2002,RU,F,113
2002,RU,G,285
2002,RU,H,475
2002,SE,A,817
2002,SE,B,787
2002,SE,C,732
2002,SE,D,105
2002,SE,E,125
2002,SE,F,349
2002,SE,G,1051
2002,SE,H,1643
2002,SI,A,31
2002,SI,B,25
2002,SI,C,31
2002,SI,D,7
2002,SI,E,2
2002,SI,F,9
2002,SI,G,54
2002,SI,H,59
2002,SK,A,8
2002,SK,B,6
2002,SK,C,5
2002,SK,D,1
2002,SK,E,2
2002,SK,F,4
2002,SK,G,9
2002,SK,H,16
2003,AT,A,372
2003,AT,B,510
2003,AT,C,762
2003,AT,D,70
2003,AT,E,74
2003,AT,F,184
2003,AT,G,227
2003,AT,H,192
2003,BE,A,435
2003,BE,B,572
2003,BE,C,758
2003,BE,D,59
2003,BE,E,109
2003,BE,F,233
2003,BE,G,218
2003,BE,H,257
2003,BG,A,24
2003,BG,B,12
2003,BG,C,42
2003,BG,D,3
2003,BG,E,4
2003,BG,F,14
2003,BG,G,4
2003,BG,H,10
2003,CH,A,748
2003,CH,B,1073
2003,CH,C,1280
2003,CH,D,119
2003,CH,E,210
2003,CH,F,436
2003,CH,G,428
2003,CH,H,413
2003,CZ,A,27
2003,CZ,B,72
2003,CZ,C,69
2003,CZ,D,25
2003,CZ,E,21
2003,CZ,F,59
2003,CZ,G,38
2003,CZ,H,69
2003,DE,A,13684
2003,DE,B,11386
2003,DE,C,24184
2003,DE,D,1525
2003,DE,E,1926
2003,DE,F,4006
2003,DE,G,6247
2003,DE,H,5347
2003,DK,A,176
2003,DK,B,364
2003,DK,C,370
2003,DK,D,60
2003,DK,E,36
2003,DK,F,147
2003,DK,G,185
2003,DK,H,144
2003,EE,A,7
2003,EE,B,21
2003,EE,C,17
2003,EE,F,4
2003,EE,G,3
2003,EE,H,8
2003,ES,A,345
2003,ES,B,521
2003,ES,C,773
2003,ES,D,99
2003,ES,E,88
2003,ES,F,212
2003,ES,G,161
2003,ES,H,193
2003,FI,A,1110
2003,FI,B,1073
2003,FI,C,1604
2003,FI,D,232
2003,FI,E,118
2003,FI,F,360
2003,FI,G,361
2003,FI,H,351
2003,FR,A,6654
2003,FR,B,5789
2003,FR,C,8540
2003,FR,D,863
2003,FR,E,662
2003,FR,F,2185
2003,FR,G,2181
2003,FR,H,2550
2003,GB,A,2223
2003,GB,B,1952
2003,GB,C,4780
2003,GB,D,341
2003,GB,E,276
2003,GB,F,892
2003,GB,G,766
2003,GB,H,1082
2003,GR,A,21
2003,GR,B,50
2003,GR,C,82
2003,GR,D,5
2003,GR,E,8
2003,GR,F,12
2003,GR,G,28
2003,GR,H,9
2003,HR,A,26
2003,HR,B,32
2003,HR,C,45
2003,HR,E,12
2003,HR,F,8
2003,HR,G,15
2003,HR,H,3
2003,HU,A,56
2003,HU,B,71
2003,HU,C,135
2003,HU,D,14
2003,HU,E,7
2003,HU,F,22
2003,HU,G,50
2003,HU,H,42
2003,IE,A,93
2003,IE,B,134
2003,IE,C,127
2003,IE,D,28
2003,IE,E,15
2003,IE,F,36
2003,IE,G,60
2003,IE,H,39
2003,IS,A,7
2003,IS,B,26
2003,IS,C,12
2003,IS,E,1
2003,IS,F,2
2003,IS,G,1
2003,IS,H,7
2003,IT,A,1026
2003,IT,B,1769
2003,IT,C,3121
2003,IT,D,458
2003,IT,E,283
2003,IT,F,943
2003,IT,G,749
2003,IT,H,966
2003,LI,A,6
2003,LI,B,8
2003,LI,C,16
2003,LI,E,3
2003,LI,F,1
2003,LI,G,2
2003,LI,H,4
2003,LT,A,14
2003,LT,B,15
2003,LT,C,17
2003,LT,D,2
2003,LT,E,5
2003,LT,F,15
2003,LT,G,14
2003,LT,H,18
2003,LU,A,40
2003,LU,B,24
2003,LU,C,26
2003,LU,D,15
2003,LU,E,5
2003,LU,F,19
2003,LU,G,14
2003,LU,H,26
2003,LV,A,8
2003,LV,B,7
2003,LV,C,5
2003,LV,E,1
2003,LV,F,2
2003,LV,G,1
2003,LV,H,13
2003,NL,A,893
2003,NL,B,817
2003,NL,C,982
2003,NL,D,129
2003,NL,E,159
2003,NL,F,429
2003,NL,G,555
2003,NL,H,787
2003,NO,A,264
2003,NO,B,120
2003,NO,C,185
2003,NO,D,43
2003,NO,E,123
2003,NO,F,81
2003,NO,G,121
2003,NO,H,167
2003,PL,A,88
2003,PL,B,59
2003,PL,C,117
2003,PL,D,11
2003,PL,E,9
2003,PL,F,16
2003,PL,G,74
2003,PL,H,85
2003,PT,A,36
2003,PT,B,32
2003,PT,C,44
2003,PT,D,7
2003,PT,E,2
2003,PT,F,14
2003,PT,G,31
2003,PT,H,12
2003,RO,A,16
2003,RO,B,23
2003,RO,C,20
2003,RO,D,2
2003,RO,E,1
2003,RO,F,7
2003,RO,G,20
2003,RO,H,6
2003,RU,A,355
2003,RU,B,288
2003,RU,C,321
2003,RU,D,46
2003,RU,E,64
2003,RU,F,129
2003,RU,G,364
2003,RU,H,585
2003,SE,A,888
2003,SE,B,675
2003,SE,C,780
2003,SE,D,108
2003,SE,E,174
2003,SE,F,357
2003,SE,G,847
2003,SE,H,1613
2003,SI,A,21
2003,SI,B,38
2003,SI,C,42
2003,SI,D,1
2003,SI,E,3
2003,SI,F,28
2003,SI,G,72
2003,SI,H,83
2003,SK,A,5
2003,SK,B,11
2003,SK,C,11
2003,SK,D,3
2003,SK,E,5
2003,SK,F,7
2003,SK,G,13
2003,SK,H,18
2004,AT,A,759
2004,AT,B,594
2004,AT,C,970
2004,AT,D,108
2004,AT,E,81
2004,AT,F,266
2004,AT,G,260
2004,AT,H,267
2004,BE,A,462
2004,BE,B,559
2004,BE,C,764
2004,BE,D,95
2004,BE,E,88
2004,BE,F,270
2004,BE,G,247
2004,BE,H,261
2004,BG,A,29
2004,BG,B,46
2004,BG,C,56
2004,BG,D,3
2004,BG,E,12
2004,BG,F,39
2004,BG,G,21
2004,BG,H,23
2004,CH,A,1277
2004,CH,B,1141
2004,CH,C,1684
2004,CH,D,172
2004,CH,E,192
2004,CH,F,564
2004,CH,G,468
2004,CH,H,529
2004,CZ,A,44
2004,CZ,B,79
2004,CZ,C,69
2004,CZ,D,20
2004,CZ,E,15
2004,CZ,F,35
2004,CZ,G,32
2004,CZ,H,71
2004,DE,A,29202
2004,DE,B,14596
2004,DE,C,25001
2004,DE,D,2243
2004,DE,E,1958
2004,DE,F,6248
2004,DE,G,7203
2004,DE,H,7957
2004,DK,A,283
2004,DK,B,363
2004,DK,C,367
2004,DK,D,42
2004,DK,E,61
2004,DK,F,162
2004,DK,G,172
2004,DK,H,161
2004,EE,A,3
2004,EE,B,11
2004,EE,C,16
2004,EE,D,6
2004,EE,E,4
2004,EE,F,1
2004,EE,G,2
2004,EE,H,4
2004,ES,A,568
2004,ES,B,627
2004,ES,C,832
2004,ES,D,80
2004,ES,E,78
2004,ES,F,265
2004,ES,G,260
2004,ES,H,281
2004,FI,A,932
2004,FI,B,901
2004,FI,C,1709
2004,FI,D,204
2004,FI,E,131
2004,FI,F,350
2004,FI,G,334
2004,FI,H,860
2004,FR,A,6520
2004,FR,B,4385
2004,FR,C,7847
2004,FR,D,716
2004,FR,E,570
2004,FR,F,1805
2004,FR,G,1975
2004,FR,H,2414
2004,GB,A,2019
2004,GB,B,2336
2004,GB,C,4389
2004,GB,D,467
2004,GB,E,351
2004,GB,F,1140
2004,GB,G,939
2004,GB,H,1364
2004,GR,A,14
2004,GR,B,28
2004,GR,C,57
2004,GR,D,4
2004,GR,E,2
2004,GR,F,8
2004,GR,G,14
2004,GR,H,36
2004,HR,A,31
2004,HR,B,16
2004,HR,C,43
2004,HR,D,3
2004,HR,E,1
2004,HR,F,22
2004,HR,G,7
2004,HR,H,3
2004,HU,A,75
2004,HU,B,81
2004,HU,C,155
2004,HU,D,27
2004,HU,E,9
2004,HU,F,48
2004,HU,G,69
2004,HU,H,34
2004,IE,A,97
2004,IE,B,128
2004,IE,C,209
2004,IE,D,29
2004,IE,E,15
2004,IE,F,64
2004,IE,G,101
2004,IE,H,68
2004,IS,A,9
2004,IS,B,7
2004,IS,C,13
2004,IS,D,3
2004,IS,E,5
2004,IS,F,8
2004,IS,G,5
2004,IS,H,8
2004,IT,A,1371
2004,IT,B,1968
2004,IT,C,2628
2004,IT,D,221
2004,IT,E,311
2004,IT,F,1015
2004,IT,G,1208
2004,IT,H,948
2004,LI,A,9
2004,LI,B,10
2004,LI,C,11
2004,LI,D,1
2004,LI,E,1
2004,LI,F,7
2004,LI,G,4
2004,LI,H,1
2004,LT,A,21
2004,LT,B,25
2004,LT,C,39
2004,LT,D,3
2004,LT,E,3
2004,LT,F,22
2004,LT,G,20
2004,LT,H,15
2004,LU,A,34
2004,LU,B,31
2004,LU,C,61
2004,LU,D,3
2004,LU,E,9
2004,LU,F,21
2004,LU,G,27
2004,LU,H,20
2004,LV,A,6
2004,LV,B,5
2004,LV,C,6
2004,LV,F,8
2004,LV,G,9
2004,LV,H,5
2004,NL,A,763
2004,NL,B,1245
2004,NL,C,1240
2004,NL,D,172
2004,NL,E,222
2004,NL,F,617
2004,NL,G,930
2004,NL,H,1038
2004,NO,A,146
2004,NO,B,164
2004,NO,C,216
2004,NO,D,26
2004,NO,E,45
2004,NO,F,65
2004,NO,G,235
2004,NO,H,296
2004,PL,A,128
2004,PL,B,107
2004,PL,C,146
2004,PL,D,55
2004,PL,E,18
2004,PL,F,46
2004,PL,G,86
2004,PL,H,79
2004,PT,A,24
2004,PT,B,37
2004,PT,C,25
2004,PT,D,4
2004,PT,E,6
2004,PT,F,12
2004,PT,G,15
2004,PT,H,11
2004,RO,A,28
2004,RO,B,23
2004,RO,C,19
2004,RO,D,6
2004,RO,E,20
2004,RO,F,15
2004,RO,G,5
2004,RO,H,11
2004,RU,A,322
2004,RU,B,185
2004,RU,C,274
2004,RU,D,24
2004,RU,E,13
2004,RU,F,93
2004,RU,G,553
2004,RU,H,779
2004,SE,A,951
2004,SE,B,832
2004,SE,C,915
2004,SE,D,102
2004,SE,E,112
2004,SE,F,444
2004,SE,G,962
2004,SE,H,1375
2004,SI,A,98
2004,SI,B,82
2004,SI,C,58
2004,SI,D,2
2004,SI,E,7
2004,SI,F,26
2004,SI,G,46
2004,SI,H,48
2004,SK,A,5
2004,SK,B,13
2004,SK,C,24
2004,SK,D,5
2004,SK,E,3
2004,SK,F,3
2004,SK,G,18
2004,SK,H,19
2005,AT,A,1013
2005,AT,B,597
2005,AT,C,1120
2005,AT,D,113
2005,AT,E,103
2005,AT,F,284
2005,AT,G,245
2005,AT,H,248
2005,BE,A,558
2005,BE,B,538
2005,BE,C,838
2005,BE,D,80
2005,BE,E,123
2005,BE,F,233
2005,BE,G,207
2005,BE,H,272
2005,BG,A,38
2005,BG,B,40
2005,BG,C,53
2005,BG,D,5
2005,BG,E,3
2005,BG,F,16
2005,BG,G,15
2005,BG,H,10
2005,CH,A,1266
2005,CH,B,1151
2005,CH,C,1620
2005,CH,D,194
2005,CH,E,210
2005,CH,F,491
2005,CH,G,468
2005,CH,H,506
2005,CZ,A,69
2005,CZ,B,88
2005,CZ,C,50
2005,CZ,D,16
2005,CZ,E,15
2005,CZ,F,64
2005,CZ,G,8
2005,CZ,H,49
2005,DE,A,34774
2005,DE,B,13194
2005,DE,C,28021
2005,DE,D,2353
2005,DE,E,1984
2005,DE,F,5418
2005,DE,G,5697
2005,DE,H,7371
2005,DK,A,329
2005,DK,B,343
2005,DK,C,416
2005,DK,D,49
2005,DK,E,59
2005,DK,F,156
2005,DK,G,158
2005,DK,H,184
2005,EE,A,13
2005,EE,B,9
2005,EE,C,7
2005,EE,D,2
2005,EE,F,5
2005,EE,G,5
2005,EE,H,3
2005,ES,A,662
2005,ES,B,679
2005,ES,C,1086
2005,ES,D,151
2005,ES,E,102
2005,ES,F,293
2005,ES,G,219
2005,ES,H,291
2005,FI,A,1087
2005,FI,B,1070
2005,FI,C,1418
2005,FI,D,174
2005,FI,E,181
2005,FI,F,522
2005,FI,G,423
2005,FI,H,445
2005,FR,A,7958
2005,FR,B,3630
2005,FR,C,8782
2005,FR,D,651
2005,FR,E,465
2005,FR,F,1353
2005,FR,G,1580
2005,FR,H,2172
2005,GB,A,2163
2005,GB,B,2299
2005,GB,C,4469
2005,GB,D,568
2005,GB,E,396
2005,GB,F,983
2005,GB,G,1130
2005,GB,H,1156
2005,GR,A,26
2005,GR,B,80
2005,GR,C,83
2005,GR,D,3
2005,GR,E,4
2005,GR,F,15
2005,GR,G,16
2005,GR,H,32
2005,HR,A,13
2005,HR,B,28
2005,HR,C,16
2005,HR,D,3
2005,HR,E,2
2005,HR,F,8
2005,HR,G,13
2005,HR,H,26
2005,HU,A,152
2005,HU,B,118
2005,HU,C,245
2005,HU,D,17
2005,HU,E,8
2005,HU,F,42
2005,HU,G,59
2005,HU,H,76
2005,IE,A,140
2005,IE,B,143
2005,IE,C,242
2005,IE,D,39
2005,IE,E,31
2005,IE,F,92
2005,IE,G,81
2005,IE,H,94
2005,IS,A,13
2005,IS,B,12
2005,IS,C,17
2005,IS,D,1
2005,IS,E,2
2005,IS,F,9
2005,IS,G,14
2005,IS,H,7
2005,IT,A,1546
2005,IT,B,2242
2005,IT,C,2744
2005,IT,D,366
2005,IT,E,436
2005,IT,F,1137
2005,IT,G,1180
2005,IT,H,1063
2005,LI,A,4
2005,LI,B,7
2005,LI,C,8
2005,LI,E,2
2005,LI,F,4
2005,LI,G,5
2005,LI,H,2
2005,LT,A,20
2005,LT,B,13
2005,LT,C,7
2005,LT,E,2
2005,LT,F,3
2005,LT,G,5
2005,LT,H,8
2005,LU,A,30
2005,LU,B,32
2005,LU,C,51
2005,LU,D,8
2005,LU,E,5
2005,LU,F,11
2005,LU,G,7
2005,LU,H,25
2005,LV,A,17
2005,LV,B,15
2005,LV,C,22
2005,LV,F,4
2005,LV,G,11
2005,LV,H,12
2005,NL,A,1235
2005,NL,B,948
2005,NL,C,1494
2005,NL,D,166
2005,NL,E,205
2005,NL,F,485
2005,NL,G,711
2005,NL,H,1018
2005,NO,A,204
2005,NO,B,169
2005,NO,C,180
2005,NO,D,21
2005,NO,E,22
2005,NO,F,68
2005,NO,G,214
2005,NO,H,337
2005,PL,A,124
2005,PL,B,121
2005,PL,C,134
2005,PL,D,20
2005,PL,E,32
2005,PL,F,76
2005,PL,G,84
2005,PL,H,46
2005,PT,A,71
2005,PT,B,45
2005,PT,C,48
2005,PT,D,8
2005,PT,E,4
2005,PT,F,32
2005,PT,G,31
2005,PT,H,39
2005,RO,A,20
2005,RO,B,24
2005,RO,C,30
2005,RO,D,6
2005,RO,E,1
2005,RO,F,9
2005,RO,G,15
2005,RO,H,18
2005,RU,A,716
2005,RU,B,339
2005,RU,C,444
2005,RU,D,35
2005,RU,E,53
2005,RU,F,142
2005,RU,G,281
2005,RU,H,369
2005,SE,A,893
2005,SE,B,759
2005,SE,C,826
2005,SE,D,122
2005,SE,E,195
2005,SE,F,331
2005,SE,G,656
2005,SE,H,1261
2005,SI,A,107
2005,SI,B,52
2005,SI,C,62
2005,SI,D,4
2005,SI,E,13
2005,SI,F,19
2005,SI,G,17
2005,SI,H,9
2005,SK,A,16
2005,SK,B,14
2005,SK,C,17
2005,SK,E,9
2005,SK,F,8
2005,SK,G,8
2005,SK,H,19
2006,AT,A,1333
2006,AT,B,849
2006,AT,C,1328
2006,AT,D,128
2006,AT,E,124
2006,AT,F,417
2006,AT,G,337
2006,AT,H,382
2006,BE,A,663
2006,BE,B,555
2006,BE,C,737
2006,BE,D,77
2006,BE,E,113
2006,BE,F,252
2006,BE,G,283
2006,BE,H,236
2006,BG,A,27
2006,BG,B,40
2006,BG,C,42
2006,BG,D,2
2006,BG,E,2
2006,BG,F,8
2006,BG,G,15
2006,BG,H,11
2006,CH,A,1740
2006,CH,B,1415
2006,CH,C,1990
2006,CH,D,219
2006,CH,E,254
2006,CH,F,584
2006,CH,G,654
2006,CH,H,597
2006,CZ,A,90
2006,CZ,B,108
2006,CZ,C,113
2006,CZ,D,17
2006,CZ,E,18
2006,CZ,F,80
2006,CZ,G,51
2006,CZ,H,90
2006,DE,A,46463
2006,DE,B,19788
2006,DE,C,34017
2006,DE,D,2873
2006,DE,E,3036
2006,DE,F,9798
2006,DE,G,8844
2006,DE,H,10861
2006,DK,A,391
2006,DK,B,403
2006,DK,C,403
2006,DK,D,53
2006,DK,E,49
2006,DK,F,165
2006,DK,G,203
2006,DK,H,170
2006,EE,A,20
2006,EE,B,26
2006,EE,C,27
2006,EE,D,1
2006,EE,E,3
2006,EE,F,19
2006,EE,G,10
2006,EE,H,19
2006,ES,A,669
2006,ES,B,654
2006,ES,C,1127
2006,ES,D,112
2006,ES,E,95
2006,ES,F,296
2006,ES,G,240
2006,ES,H,327
2006,FI,A,863
2006,FI,B,1162
2006,FI,C,1480
2006,FI,D,205
2006,FI,E,170
2006,FI,F,631
2006,FI,G,521
2006,FI,H,461
